AKTV,#genre#
欢乐剧场,http://49.234.186.50:35455/itv/1000000005000266012.m3u8?cdn=ystenlive
家庭剧场,http://49.234.186.50:35455/itv/1000000004000008284.m3u8?cdn=ystenlive
金牌综艺,http://49.234.186.50:35455/itv/1000000004000026167.m3u8?cdn=ystenlive
惊悚悬疑,http://49.234.186.50:35455/itv/1000000004000024282.m3u8?cdn=ystenlive
军旅剧场,http://49.234.186.50:35455/itv/2000000003000000014.m3u8?cdn=hnbblive
军事评论,http://49.234.186.50:35455/itv/2000000003000000022.m3u8?cdn=hnbblive
魅力潇湘,http://49.234.186.50:35455/itv/1000000001000006197.m3u8?cdn=ystenlive
明星大片,http://49.234.186.50:35455/itv/2000000003000000016.m3u8?cdn=hnbblive
农业致富,http://49.234.186.50:35455/itv/2000000003000000003.m3u8?cdn=hnbblive
武博世界,http://49.234.186.50:35455/itv/2000000003000000007.m3u8?cdn=hnbblive
炫舞未来,http://49.234.186.50:35455/itv/1000000001000000515.m3u8?cdn=ystenlive
怡伴健康,http://49.234.186.50:35455/itv/1000000005000266011.m3u8?cdn=ystenlive
中国功夫,http://49.234.186.50:35455/itv/2000000003000000009.m3u8?cdn=hnbblive
黑莓电影,http://49.234.186.50:35455/itv/1000000004000019624.m3u8?cdn=ystenlive
黑莓动画,http://49.234.186.50:35455/itv/1000000004000021734.m3u8?cdn=ystenlive
哒啵电竞,http://49.234.186.50:35455/itv/1000000006000032327.m3u8?cdn=ystenlive
哒啵赛事,http://49.234.186.50:35455/itv/1000000001000003775.m3u8?cdn=ystenlive

精品综合,http://1.14.19.228:35455/itv/1000000004000019008.m3u8?cdn=ystenlive
精品大剧,http://1.14.19.228:35455/itv/1000000004000013968.m3u8?cdn=ystenlive
精品纪录,http://1.14.19.228:35455/itv/1000000004000013730.m3u8?cdn=ystenlive
精品体育,http://1.14.19.228:35455/itv/1000000004000014634.m3u8?cdn=ystenlive
精品萌宠,http://1.14.19.228:35455/itv/1000000006000032328.m3u8?cdn=ystenlive
爱情喜剧,http://1.14.19.228:35455/itv/2000000003000000010.m3u8?cdn=hnbblive
超级电视剧,http://1.14.19.228:35455/itv/1000000006000268003.m3u8?cdn=ystenlive
超级电影,http://1.14.19.228:35455/itv/1000000003000012426.m3u8?cdn=ystenlive
超级体育,http://1.14.19.228:35455/itv/1000000001000009601.m3u8?cdn=ystenlive
超级综艺,http://1.14.19.228:35455/itv/1000000006000268002.m3u8?cdn=ystenlive
潮妈辣婆,http://1.14.19.228:35455/itv/2000000003000000018.m3u8?cdn=hnbblive
东北热剧,http://1.14.19.228:35455/itv/1000000005000266013.m3u8?cdn=ystenlive
动作电影,http://1.14.19.228:35455/itv/1000000004000018653.m3u8?cdn=ystenlive
古装剧场,http://1.14.19.228:35455/itv/2000000003000000024.m3u8?cdn=hnbblive
欢乐剧场,http://1.14.19.228:35455/itv/1000000005000266012.m3u8?cdn=ystenlive
家庭剧场,http://1.14.19.228:35455/itv/1000000004000008284.m3u8?cdn=ystenlive
金牌综艺,http://1.14.19.228:35455/itv/1000000004000026167.m3u8?cdn=ystenlive
惊悚悬疑,http://1.14.19.228:35455/itv/1000000004000024282.m3u8?cdn=ystenlive
军旅剧场,http://1.14.19.228:35455/itv/2000000003000000014.m3u8?cdn=hnbblive
军事评论,http://1.14.19.228:35455/itv/2000000003000000022.m3u8?cdn=hnbblive
魅力潇湘,http://1.14.19.228:35455/itv/1000000001000006197.m3u8?cdn=ystenlive
明星大片,http://1.14.19.228:35455/itv/2000000003000000016.m3u8?cdn=hnbblive
农业致富,http://1.14.19.228:35455/itv/2000000003000000003.m3u8?cdn=hnbblive
武博世界,http://1.14.19.228:35455/itv/2000000003000000007.m3u8?cdn=hnbblive
炫舞未来,http://1.14.19.228:35455/itv/1000000001000000515.m3u8?cdn=ystenlive
怡伴健康,http://1.14.19.228:35455/itv/1000000005000266011.m3u8?cdn=ystenlive
中国功夫,http://1.14.19.228:35455/itv/2000000003000000009.m3u8?cdn=hnbblive
黑莓电影,http://1.14.19.228:35455/itv/1000000004000019624.m3u8?cdn=ystenlive
黑莓动画,http://1.14.19.228:35455/itv/1000000004000021734.m3u8?cdn=ystenlive
哒啵电竞,http://1.14.19.228:35455/itv/1000000006000032327.m3u8?cdn=ystenlive
哒啵赛事,http://1.14.19.228:35455/itv/1000000001000003775.m3u8?cdn=ystenlive
iHOT频道,#genre#

爱电竞,http://49.234.186.50:35455/itv/6000000006000230630.m3u8?cdn=wasusyt
爱谍战,http://49.234.186.50:35455/itv/6000000006000070630.m3u8?cdn=wasusyt
爱动漫,http://49.234.186.50:35455/itv/6000000006000280630.m3u8?cdn=wasusyt
爱都市,http://49.234.186.50:35455/itv/6000000006000080630.m3u8?cdn=wasusyt
爱怀旧,http://49.234.186.50:35455/itv/6000000006000260630.m3u8?cdn=wasusyt
爱经典,http://49.234.186.50:35455/itv/6000000006000060630.m3u8?cdn=wasusyt
爱科幻,http://49.234.186.50:35455/itv/6000000006000020630.m3u8?cdn=wasusyt
爱科学,http://49.234.186.50:35455/itv/6000000006000160630.m3u8?cdn=wasusyt
爱浪漫,http://49.234.186.50:35455/itv/6000000006000040630.m3u8?cdn=wasusyt
爱历史,http://49.234.186.50:35455/itv/6000000006000150630.m3u8?cdn=wasusyt
爱旅行,http://49.234.186.50:35455/itv/6000000006000250630.m3u8?cdn=wasusyt
爱奇谈,http://49.234.186.50:35455/itv/6000000006000270630.m3u8?cdn=wasusyt
爱青春,http://49.234.186.50:35455/itv/6000000006000100630.m3u8?cdn=wasusyt
爱赛车,http://49.234.186.50:35455/itv/6000000006000240630.m3u8?cdn=wasusyt
爱体育,http://49.234.186.50:35455/itv/6000000006000290630.m3u8?cdn=wasusyt
爱玩具,http://49.234.186.50:35455/itv/6000000006000220630.m3u8?cdn=wasusyt
爱喜剧,http://49.234.186.50:35455/itv/6000000006000010630.m3u8?cdn=wasusyt
爱悬疑,http://49.234.186.50:35455/itv/6000000006000050630.m3u8?cdn=wasusyt
爱幼教,http://49.234.186.50:35455/itv/6000000006000180630.m3u8?cdn=wasusyt
爱院线,http://49.234.186.50:35455/itv/6000000006000030630.m3u8?cdn=wasusyt

爱电竞,http://1.14.19.228:35455/itv/6000000006000230630.m3u8?cdn=wasusyt
爱谍战,http://1.14.19.228:35455/itv/6000000006000070630.m3u8?cdn=wasusyt
爱动漫,http://1.14.19.228:35455/itv/6000000006000280630.m3u8?cdn=wasusyt
爱都市,http://1.14.19.228:35455/itv/6000000006000080630.m3u8?cdn=wasusyt
爱怀旧,http://1.14.19.228:35455/itv/6000000006000260630.m3u8?cdn=wasusyt
爱经典,http://1.14.19.228:35455/itv/6000000006000060630.m3u8?cdn=wasusyt
爱科幻,http://1.14.19.228:35455/itv/6000000006000020630.m3u8?cdn=wasusyt
爱科学,http://1.14.19.228:35455/itv/6000000006000160630.m3u8?cdn=wasusyt
爱浪漫,http://1.14.19.228:35455/itv/6000000006000040630.m3u8?cdn=wasusyt
爱历史,http://1.14.19.228:35455/itv/6000000006000150630.m3u8?cdn=wasusyt
爱旅行,http://1.14.19.228:35455/itv/6000000006000250630.m3u8?cdn=wasusyt
爱奇谈,http://1.14.19.228:35455/itv/6000000006000270630.m3u8?cdn=wasusyt
爱青春,http://1.14.19.228:35455/itv/6000000006000100630.m3u8?cdn=wasusyt
爱赛车,http://1.14.19.228:35455/itv/6000000006000240630.m3u8?cdn=wasusyt
爱体育,http://1.14.19.228:35455/itv/6000000006000290630.m3u8?cdn=wasusyt
爱玩具,http://1.14.19.228:35455/itv/6000000006000220630.m3u8?cdn=wasusyt
爱喜剧,http://1.14.19.228:35455/itv/6000000006000010630.m3u8?cdn=wasusyt
爱悬疑,http://1.14.19.228:35455/itv/6000000006000050630.m3u8?cdn=wasusyt
爱幼教,http://1.14.19.228:35455/itv/6000000006000180630.m3u8?cdn=wasusyt
爱院线,http://1.14.19.228:35455/itv/6000000006000030630.m3u8?cdn=wasusyt
数字高清,#genre#

华数-4K,http://49.234.186.50:35455/itv/6000000003000004748.m3u8?cdn=wasusyt
纯享-4K,http://49.234.186.50:35455/itv/1000000004000011651.m3u8?cdn=ystenlive
咪咕4K-1,http://49.234.186.50:35455/itv/3000000010000005180.m3u8?cdn=FifastbLive
咪咕4K-2,http://49.234.186.50:35455/itv/3000000010000015686.m3u8?cdn=FifastbLive
咪咕全民热练,http://49.234.186.50:35455/itv/3000000020000031315.m3u8?cdn=FifastbLive
求索动物,http://49.234.186.50:35455/itv/6000000002000010046.m3u8?cdn=wasusyt
求索纪录,http://49.234.186.50:35455/itv/6000000002000032052.m3u8?cdn=wasusyt
求索科学,http://49.234.186.50:35455/itv/6000000002000032344.m3u8?cdn=wasusyt
求索生活,http://49.234.186.50:35455/itv/6000000002000003382.m3u8?cdn=wasusyt

华数-4K,http://1.14.19.228:35455/itv/6000000003000004748.m3u8?cdn=wasusyt
纯享-4K,http://1.14.19.228:35455/itv/1000000004000011651.m3u8?cdn=ystenlive
咪咕4K-1,http://1.14.19.228:35455/itv/3000000010000005180.m3u8?cdn=FifastbLive
咪咕4K-2,http://1.14.19.228:35455/itv/3000000010000015686.m3u8?cdn=FifastbLive
咪咕全民热练,http://1.14.19.228:35455/itv/3000000020000031315.m3u8?cdn=FifastbLive
求索动物,http://1.14.19.228:35455/itv/6000000002000010046.m3u8?cdn=wasusyt
求索纪录,http://1.14.19.228:35455/itv/6000000002000032052.m3u8?cdn=wasusyt
求索科学,http://1.14.19.228:35455/itv/6000000002000032344.m3u8?cdn=wasusyt
求索生活,http://1.14.19.228:35455/itv/6000000002000003382.m3u8?cdn=wasusyt


4GTV,#genre#
AMC电影台,http://litv.zapi.us.kg/?id=4gtv-4gtv017
CAT电影台,http://litv.zapi.us.kg/?id=4gtv-4gtv076
GLo-Bet台,http://litv.zapi.us.kg/?id=4gtv-4gtv016
Ginx-TV台,http://litv.zapi.us.kg/?id=4gtv-4gtv053
Smart,http://litv.zapi.us.kg/?id=litv-longturn19
TRA体育台,http://litv.zapi.us.kg/?id=4gtv-4gtv077
爱尔达娱乐,http://litv.zapi.us.kg/?id=4gtv-4gtv070
八大精彩台,http://litv.zapi.us.kg/?id=4gtv-4gtv034
博斯高球贰,http://litv.zapi.us.kg/?id=litv-longturn06
博斯高球壹,http://litv.zapi.us.kg/?id=litv-longturn05
博斯魅力台,http://litv.zapi.us.kg/?id=litv-longturn04
博斯网球台,http://litv.zapi.us.kg/?id=litv-longturn09
博斯无限贰,http://litv.zapi.us.kg/?id=litv-longturn13
博斯无限壹,http://litv.zapi.us.kg/?id=litv-longturn10
博斯运动贰,http://litv.zapi.us.kg/?id=litv-longturn08
博斯运动壹,http://litv.zapi.us.kg/?id=litv-longturn07
采昌影剧台,http://litv.zapi.us.kg/?id=4gtv-4gtv049
达文西,http://litv.zapi.us.kg/?id=4gtv-4gtv018
非凡商业台,http://litv.zapi.us.kg/?id=4gtv-4gtv048
非凡新闻台,http://litv.zapi.us.kg/?id=4gtv-4gtv010
公视戏剧台,http://litv.zapi.us.kg/?id=4gtv-4gtv042
古典音乐台,http://litv.zapi.us.kg/?id=4gtv-4gtv059
好消息贰台,http://litv.zapi.us.kg/?id=litv-ftv17
好消息壹台,http://litv.zapi.us.kg/?id=litv-ftv16
华仁纪实台,http://litv.zapi.us.kg/?id=4gtv-4gtv013
华视闽南台,http://litv.zapi.us.kg/?id=4gtv-4gtv041
华视新闻台,http://litv.zapi.us.kg/?id=4gtv-4gtv052
寰宇闽南台,http://litv.zapi.us.kg/?id=litv-longturn15
靖天电影台,http://litv.zapi.us.kg/?id=4gtv-4gtv061
靖天卡通台,http://litv.zapi.us.kg/?id=4gtv-4gtv044
靖天日本台,http://litv.zapi.us.kg/?id=4gtv-4gtv047
靖天台,http://litv.zapi.us.kg/?id=4gtv-4gtv063
靖天戏剧台,http://litv.zapi.us.kg/?id=4gtv-4gtv058
靖天映画台,http://litv.zapi.us.kg/?id=4gtv-4gtv055
靖天育乐台,http://litv.zapi.us.kg/?id=4gtv-4gtv062
靖天资讯台,http://litv.zapi.us.kg/?id=4gtv-4gtv065
靖天综合台,http://litv.zapi.us.kg/?id=4gtv-4gtv046
靖洋卡通台,http://litv.zapi.us.kg/?id=4gtv-4gtv057
靖洋戏剧台,http://litv.zapi.us.kg/?id=4gtv-4gtv045
客家电视台,http://litv.zapi.us.kg/?id=4gtv-4gtv043
龙华电影台,http://litv.zapi.us.kg/?id=litv-longturn03
龙华经典台,http://litv.zapi.us.kg/?id=litv-longturn21
龙华卡通台,http://litv.zapi.us.kg/?id=litv-longturn01
龙华偶像台,http://litv.zapi.us.kg/?id=litv-longturn12
龙华日韩台,http://litv.zapi.us.kg/?id=litv-longturn11
龙华戏剧台,http://litv.zapi.us.kg/?id=litv-longturn18
闽镜新闻台,http://litv.zapi.us.kg/?id=4gtv-4gtv075
民视第一台,http://litv.zapi.us.kg/?id=4gtv-4gtv003
民视闽南台,http://litv.zapi.us.kg/?id=4gtv-4gtv002
民视台湾台,http://litv.zapi.us.kg/?id=4gtv-4gtv001
民视台湾台,http://litv.zapi.us.kg/?id=4gtv-4gtv156
民视综艺台,http://litv.zapi.us.kg/?id=4gtv-4gtv004
生活英语台,http://litv.zapi.us.kg/?id=litv-longturn20
台视财经台,http://litv.zapi.us.kg/?id=4gtv-4gtv056
台视闽南台,http://litv.zapi.us.kg/?id=4gtv-4gtv066
台湾戏剧台,http://litv.zapi.us.kg/?id=litv-longturn22
tvbs欢乐台,http://litv.zapi.us.kg/?id=4gtv-4gtv068
tvbs精采台,http://litv.zapi.us.kg/?id=4gtv-4gtv067
tvbs闽南台,http://litv.zapi.us.kg/?id=4gtv-4gtv073
tvbs新闻台,http://litv.zapi.us.kg/?id=4gtv-4gtv072
亚洲旅游台,http://litv.zapi.us.kg/?id=litv-longturn17
影迷数位台,http://litv.zapi.us.kg/?id=4gtv-4gtv011
中视菁采台,http://litv.zapi.us.kg/?id=4gtv-4gtv064
中视闽南台,http://litv.zapi.us.kg/?id=4gtv-4gtv040
中视新闻台,http://litv.zapi.us.kg/?id=4gtv-4gtv074
中天新闻台,http://litv.zapi.us.kg/?id=4gtv-4gtv009

YY精选,#genre#
老广的味道,http://rihou.cc:555/yy.php?id=1382735565
探秘中华美食,http://rihou.cc:555/yy.php?id=1354930954
YY粤语电影,http://rihou.cc:555/yy.php?id=1356262523
野外生存,http://rihou.cc:555/yy.php?id=1355244168
德爷单挑荒野,http://rihou.cc:555/yy.php?id=27772604
荒野求生,http://rihou.cc:555/yy.php?id=1355244170
荒野求生德爷,http://rihou.cc:555/yy.php?id=36949900
陪你看动漫,http://rihou.cc:555/yy.php?id=1352866135
陪你看电影,http://rihou.cc:555/yy.php?id=1351186084
港片 喜剧 动作,http://rihou.cc:555/yy.php?id=1355480591
斗罗 斗破,http://rihou.cc:555/yy.php?id=1353098382
笑傲江湖,http://rihou.cc:555/yy.php?id=1354282410
李连杰电影,http://rihou.cc:555/yy.php?id=74613175
漫威电影,http://rihou.cc:555/yy.php?id=1354930233
yy电影7,http://rihou.cc:555/yy.php?id=1354930924
yy电影8,http://rihou.cc:555/yy.php?id=1382745095
yy电影9,http://rihou.cc:555/yy.php?id=1355171357
yy电影10,http://rihou.cc:555/yy.php?id=24066336
yy电影-李连杰,http://rihou.cc:555/yy.php?id=1459869766
YY電影-成龍,http://rihou.cc:555/yy.php?id=1354888751
YY電影-林正英03,http://rihou.cc:555/yy.php?id=1351505899
YY電影-林正英04,http://rihou.cc:555/yy.php?id=1353685311
YY電影-歐美電影,http://rihou.cc:555/yy.php?id=24923327
YY電影-歐美科幻,http://rihou.cc:555/yy.php?id=37988782
YY電影-歐美動作電影,http://rihou.cc:555/yy.php?id=1382745089
经典鬼片3000部,http://rihou.cc:555/yy.php?id=29460894
经典港片800部,http://rihou.cc:555/yy.php?id=1382800018
林正英-经典电影,http://rihou.cc:555/yy.php?id=34229877
绝版恐怖鬼片,http://rihou.cc:555/yy.php?id=1382748585
港片赌片3000部,http://rihou.cc:555/yy.php?id=1355076627
【港片】赌片动作,http://rihou.cc:555/yy.php?id=24921161
林正英女鬼电影,http://rihou.cc:555/yy.php?id=1453996620
林正英经典,http://rihou.cc:555/yy.php?id=1353312849
破案港剧,http://rihou.cc:555/yy.php?id=1350670730
英叔僵尸3000部,http://rihou.cc:555/yy.php?id=1353685311
林正英电影,http://rihou.cc:555/yy.php?id=1382841203
经典港片电影,http://rihou.cc:555/yy.php?id=1382793140
港片电影集,http://rihou.cc:555/yy.php?id=1455225203
24小时播放,http://rihou.cc:555/yy.php?id=29067083
星爷经典-百看不厌,http://rihou.cc:555/yy.php?id=1382736808
林正英僵尸鬼片,http://rihou.cc:555/yy.php?id=1459714870
经典港片 3000部,http://rihou.cc:555/yy.php?id=1353059120
经典鬼片,http://rihou.cc:555/yy.php?id=1508828185
吕小羊鬼片正在直播,http://rihou.cc:555/yy.php?id=1354792118
绝版鬼片港片,http://rihou.cc:555/yy.php?id=1382743247
超级恐怖鬼片,http://rihou.cc:555/yy.php?id=1355485328
绝版鬼片超恐怖,http://rihou.cc:555/yy.php?id=1382788850
洪金宝福星系列,http://rihou.cc:555/yy.php?id=1354924839
动作大片-热血开打,http://rihou.cc:555/yy.php?id=1354936168
【林正英】僵尸鬼片,http://rihou.cc:555/yy.php?id=30668277
绝版看上瘾的鬼片,http://rihou.cc:555/yy.php?id=1355742336
鬼片.惊悚.港片,http://rihou.cc:555/yy.php?id=1355497884
经典绝版恐怖3000,http://rihou.cc:555/yy.php?id=84238895
【电影】顶级动作电影,http://rihou.cc:555/yy.php?id=24923327
港片鬼片全集,http://rihou.cc:555/yy.php?id=1459869766
港片绝版好看,http://rihou.cc:555/yy.php?id=1353850051
【电影】超然巨作,http://rihou.cc:555/yy.php?id=29170933#http://rihou.cc:555/yy.php?id=26623173
港片经典女鬼,http://rihou.cc:555/yy.php?id=1355639947
经典鬼片百看不厌,http://rihou.cc:555/yy.php?id=1354209316
院线动作大片,http://rihou.cc:555/yy.php?id=1382736900
国内战争电影,http://rihou.cc:555/yy.php?id=1382736865
经典动作电影,http://rihou.cc:555/yy.php?id=1370293254
科幻电影,http://rihou.cc:555/yy.php?id=1354930209
超精彩！系列动作电影,http://rihou.cc:555/yy.php?id=1382745096
科幻片：来看神奇的地球,http://rihou.cc:555/yy.php?id=1354930897
超炫科幻大片,http://rihou.cc:555/yy.php?id=1382736840
国产大片电影,http://rihou.cc:555/yy.php?id=1354926655
国外科幻片,http://rihou.cc:555/yy.php?id=1382735585
高分动作大片-热血出击,http://rihou.cc:555/yy.php?id=1382736909
国外黑色喜剧：冷幽默小剧场,http://rihou.cc:555/yy.php?id=1382745175
经典搞笑影片,http://rihou.cc:555/yy.php?id=1382749878
欢乐一起看,http://rihou.cc:555/yy.php?id=1354930926
林正英电影,http://rihou.cc:555/yy.php?id=34229877&uid=1536159096
林正英鬼片,http://rihou.cc:555/yy.php?id=1351505899&uid=1150685483
菲菲影院,http://rihou.cc:555/yy.php?id=1456668939&uid=2718850416
幸福影视,http://rihou.cc:555/yy.php?id=1382737886&uid=2786225520
经典港片,http://rihou.cc:555/yy.php?id=1382800018&uid=2874641994
经典鬼片,http://rihou.cc:555/yy.php?id=29460894&uid=1647770566
米娜影视,http://rihou.cc:555/yy.php?id=1382690078&uid=2358387041
豪哥影视,http://rihou.cc:555/yy.php?id=23402146&uid=2456925852
绝版电影,http://rihou.cc:555/yy.php?id=1454587259&uid=67381238
港片电影,http://rihou.cc:555/yy.php?id=1355479289&uid=60563267
泡芙影院,http://rihou.cc:555/yy.php?id=24407222&uid=2241532024
绝版电影港片女鬼,http://rihou.cc:555/yy.php?id=1355479289
绝版电影港片女鬼,http://rihou.cc:555/yy.php?id=1355479289#http://rihou.cc:555/yy.php?
【赌神片动作片港片】,http://rihou.cc:555/yy.php?id=1355112116
林正英僵尸鬼片,http://rihou.cc:555/yy.php?id=1351505899
鹿鼎记-周星驰版,http://rihou.cc:555/yy.php?id=1354658049

斗鱼精选,#genre#
风味人间,http://120.77.28.4:8648/douyu.php?id=9650849#http://120.77.28.4:8648/douyu.php?id=9650849
吃米滴虫(粤语）,http://120.77.28.4:8648/douyu.php?id=5033502
粤语电影,http://120.77.28.4:8648/douyu.php?id=1226741#http://120.77.28.4:8648/douyu.php?id=1226741
神乐电影（粤语）,http://120.77.28.4:8648/douyu.php?id=6566671
周星驰电影,http://120.77.28.4:8648/douyu.php?id=3637778
麓山迷踪㊣版,http://120.77.28.4:8648/douyu.php?id=4505431
瑶瑶恐怖㊣版,http://120.77.28.4:8648/douyu.php?id=2935323
怡寶影院㊣版,http://120.77.28.4:8648/douyu.php?id=434971
小黛兮影㊣版,http://120.77.28.4:8648/douyu.php?id=11553944
萌小鬼片✔原,http://120.77.28.4:8648/douyu.php?id=3928
凌儿影院㊣版,http://120.77.28.4:8648/douyu.php?id=1377142
国产影院代,http://120.77.28.4:8648/douyu.php?id=5423
吃米滴虫代,http://120.77.28.4:8648/douyu.php?id=315457
冰冰经典代,http://120.77.28.4:8648/douyu.php?id=74374
星爷影院代,http://120.77.28.4:8648/douyu.php?id=508118
神乐影院✔原,http://120.77.28.4:8648/douyu.php?id=122402
可乐影院✔原,http://120.77.28.4:8648/douyu.php?id=20415
小宇60帧✔原,http://120.77.28.4:8648/douyu.php?id=323876
恐怖惊悚✔原,http://120.77.28.4:8648/douyu.php?id=96577
電影劇場✔原,http://120.77.28.4:8648/douyu.php?id=7575350
國語電影✔原,http://120.77.28.4:8648/douyu.php?id=2436390
豆瓣高分✔原,http://120.77.28.4:8648/douyu.php?id=8770422
花卷陪看✔原,http://120.77.28.4:8648/douyu.php?id=52787
漫威剧情✔原,http://120.77.28.4:8648/douyu.php?id=6140589
霍格沃茨✔原,http://120.77.28.4:8648/douyu.php?id=8814650
鱼宝恐怖✔原,http://120.77.28.4:8648/douyu.php?id=1165374
鬼片恐怖✔原,http://120.77.28.4:8648/douyu.php?id=2935323
小U鬼片✔原,http://120.77.28.4:8648/douyu.php?id=96577
菜园惊险✔原,http://120.77.28.4:8648/douyu.php?id=1735337
吃奶滴虫✔原,http://120.77.28.4:8648/douyu.php?id=263824
变种人片✔原,http://120.77.28.4:8648/douyu.php?id=9651304
喜剧电影✔原,http://120.77.28.4:8648/douyu.php?id=9292492
女神电影✔原,http://120.77.28.4:8648/douyu.php?id=747764
华语经典✔原,http://120.77.28.4:8648/douyu.php?id=434971
避风影院✔原,http://120.77.28.4:8648/douyu.php?id=9826611
星星影院✔原,http://120.77.28.4:8648/douyu.php?id=315131
欧美大片✔原,http://120.77.28.4:8648/douyu.php?id=2793084
贝爷影厅✔原,http://120.77.28.4:8648/douyu.php?id=252802
译制国语✔原,http://120.77.28.4:8648/douyu.php?id=2436390
邵氏影院代,http://120.77.28.4:8648/douyu.php?id=4246519
4k影院画质,http://120.77.28.4:8648/douyu.php?id=9249162
6MD特辑院,http://120.77.28.4:8648/douyu.php?id=3637778
周星驰,http://120.77.28.4:8648/douyu.php?id=122402
刘德华,http://120.77.28.4:8648/douyu.php?id=2516864
林正英,http://120.77.28.4:8648/douyu.php?id=7356023
好先生,http://120.77.28.4:8648/douyu.php?id=9650792
庆余年,http://120.77.28.4:8648/douyu.php?id=5908256
欢乐综艺,http://120.77.28.4:8648/douyu.php?id=131977
万合出品,http://120.77.28.4:8648/douyu.php?id=9220456
高分电影,http://120.77.28.4:8648/douyu.php?id=7254536
豆瓣高分,http://120.77.28.4:8648/douyu.php?id=8770422
漫威影院,http://120.77.28.4:8648/douyu.php?id=6140589
国产电影,http://120.77.28.4:8648/douyu.php?id=5423
精彩电影,http://120.77.28.4:8648/douyu.php?id=9650887
喜剧电影,http://120.77.28.4:8648/douyu.php?id=323876
动作电影,http://120.77.28.4:8648/douyu.php?id=6763930
恐怖电影,http://120.77.28.4:8648/douyu.php?id=218859
恐怖鬼怪,http://120.77.28.4:8648/douyu.php?id=1165374
童年阴影,http://120.77.28.4:8648/douyu.php?id=2935323
惊悚电影,http://120.77.28.4:8648/douyu.php?id=96577
华语影视,http://120.77.28.4:8648/douyu.php?id=3928
神乐影视,http://120.77.28.4:8648/douyu.php?id=85894
周末影院,http://120.77.28.4:8648/douyu.php?id=3637765
周末电影,http://120.77.28.4:8648/douyu.php?id=3637726
兔子影厅,http://120.77.28.4:8648/douyu.php?id=8985415
冰冰影厅,http://120.77.28.4:8648/douyu.php?id=74374
刀刀影院,http://120.77.28.4:8648/douyu.php?id=747764
奶虫影院,http://120.77.28.4:8648/douyu.php?id=263824
贝爷壹厅,http://120.77.28.4:8648/douyu.php?id=252802
贝爷贰厅,http://120.77.28.4:8648/douyu.php?id=4332
贝爷叁厅,http://120.77.28.4:8648/douyu.php?id=36337
凌儿影院,http://120.77.28.4:8648/douyu.php?id=1377142
云宝影院,http://120.77.28.4:8648/douyu.php?id=7305938
花卷影院,http://120.77.28.4:8648/douyu.php?id=52787
菜园小饼,http://120.77.28.4:8648/douyu.php?id=1735337
米娅影院,http://120.77.28.4:8648/douyu.php?id=6537888
橙記港剧,http://120.77.28.4:8648/douyu.php?id=4549169
大宝影视,http://120.77.28.4:8648/douyu.php?id=805235
蚂蚱影视,http://120.77.28.4:8648/douyu.php?id=6079455
怡寶影视,http://120.77.28.4:8648/douyu.php?id=434971
圆子影视,http://120.77.28.4:8648/douyu.php?id=6566658
贝贝影视,http://120.77.28.4:8648/douyu.php?id=431460
可乐影视,http://120.77.28.4:8648/douyu.php?id=20415
萌牛影视,http://120.77.28.4:8648/douyu.php?id=7494871
兔兔影视,http://120.77.28.4:8648/douyu.php?id=1504768
无双影视,http://120.77.28.4:8648/douyu.php?id=4870914
下饭神剧,http://120.77.28.4:8648/douyu.php?id=276200
古装神剧,http://120.77.28.4:8648/douyu.php?id=338759
晚湾影视,http://120.77.28.4:8648/douyu.php?id=9461178
酒染影视,http://120.77.28.4:8648/douyu.php?id=7550220
芊珏影视,http://120.77.28.4:8648/douyu.php?id=8814650
热门港剧,http://120.77.28.4:8648/douyu.php?id=5522351
盗墓剧集,http://120.77.28.4:8648/douyu.php?id=9292503
金庸武侠,http://120.77.28.4:8648/douyu.php?id=7644931
国产剧集,http://120.77.28.4:8648/douyu.php?id=8157860
国产剧场,http://120.77.28.4:8648/douyu.php?id=308752
爱情公寓,http://120.77.28.4:8648/douyu.php?id=2838296
经典剧集,http://120.77.28.4:8648/douyu.php?id=6863367
李卫当官,http://120.77.28.4:8648/douyu.php?id=7473576
龙门镖局,http://120.77.28.4:8648/douyu.php?id=9650860
雍正王朝,http://120.77.28.4:8648/douyu.php?id=4944033
雍正帝王,http://120.77.28.4:8648/douyu.php?id=9650836
隋唐演义,http://120.77.28.4:8648/douyu.php?id=7552568
大宋神探,http://120.77.28.4:8648/douyu.php?id=7784862
音乐欣赏,http://120.77.28.4:8648/douyu.php?id=3186217
舌尖美食,http://120.77.28.4:8648/douyu.php?id=9650849
篮球人物,http://120.77.28.4:8648/douyu.php?id=8434598
史君说剧,http://120.77.28.4:8648/douyu.php?id=9419771
史剧解说,http://120.77.28.4:8648/douyu.php?id=297689
老秦说剧,http://120.77.28.4:8648/douyu.php?id=9650131
老蔡解说,http://120.77.28.4:8648/douyu.php?id=8869614
长片短解,http://120.77.28.4:8648/douyu.php?id=9410946
宇哥解说,http://120.77.28.4:8648/douyu.php?id=8651489
夜魔人老王,http://120.77.28.4:8648/douyu.php?id=610972
皮皮看动漫,http://120.77.28.4:8648/douyu.php?id=9837291
开心锤动漫,http://120.77.28.4:8648/douyu.php?id=9018297
拳叔二次元,http://120.77.28.4:8648/douyu.php?id=9484105
老邪说电影,http://120.77.28.4:8648/douyu.php?id=9222870
洗碗君解说,http://120.77.28.4:8648/douyu.php?id=9446706
